id,food,calorie,protein,lipid,carbohydrate,fiber,sugar_content,salt
681,ほうれんそう　葉　夏採り　生　,20,2.2,0.4,3.1,2.8,0.3,0
682,ほうれんそう　葉　冬採り　生　,20,2.2,0.4,3.1,2.8,0.3,0
683,ほうれんそう　葉　通年平均　ゆで　,25,2.6,0.5,4,3.6,0.4,0
684,ほうれんそう　葉　夏採り　ゆで　,25,2.6,0.5,4,3.6,0.4,0
685,ほうれんそう　葉　冬採り　ゆで　,25,2.6,0.5,4,3.6,0.4,0
686,ほうれんそう　葉　通年平均　油いため　,99,3.8,8.1,4.4,4.6,0,0
687,ほうれんそう　葉　冷凍　,21,3.3,0.2,3.1,3.1,0,0.3
688,ホースラディシュ　根茎　生　,79,3.1,0.3,17.7,8.2,9.5,0
689,まこも　茎　生　,21,1.3,0.2,4.4,2.3,2.1,0
690,みずかけな　葉　生　,25,2.9,0.1,4.7,2.8,1.9,0
691,みずかけな　塩漬　,32,4.9,0,5.7,4,1.7,2.5
692,みずな　葉　生　,23,2.2,0.1,4.8,3,1.8,0.1
693,みずな　葉　ゆで　,22,2,0.1,4.7,3.6,1.1,0.1
694,みずな　塩漬　,27,2,0.1,5.9,3.5,2.4,2.3
695,切りみつば　葉　生　,18,1,0.1,4,2.5,1.5,0
696,切りみつば　葉　ゆで　,15,0.9,0.1,3.3,2.7,0.6,0
697,根みつば　葉　生　,20,1.9,0.1,4.1,2.9,1.2,0
698,根みつば　葉　ゆで　,20,2.3,0.1,3.9,3.3,0.6,0
699,糸みつば　葉　生　,13,0.9,0.1,2.9,2.3,0.6,0
700,糸みつば　葉　ゆで　,17,1.1,0,4,3,1,0
701,みぶな　葉　生　,15,1.1,0.3,2.9,1.8,1.1,0.1
702,みょうが　花穂　生　,12,0.9,0.1,2.6,2.1,0.5,0
703,みょうがたけ　茎葉　生　,7,0.4,0.1,1.5,1.1,0.4,0
704,むかご　肉芽　生　,93,2.9,0.2,20.6,4.2,16.4,0
705,めキャベツ　結球葉　生　,50,5.7,0.1,9.9,5.5,4.4,0
706,めキャベツ　結球葉　ゆで　,49,5.3,0.1,9.8,5.2,4.6,0
707,めたで　芽ばえ　生　,43,3,0.5,8.8,6.3,2.5,0
708,アルファルファもやし　生　,12,1.6,0.1,2,1.4,0.6,0
709,だいずもやし　生　,37,3.7,1.5,2.3,2.3,0,0
710,だいずもやし　ゆで　,34,2.9,1.6,2.2,2.2,0,0
711,ブラックマッペもやし　生　,15,2,0,2.7,1.4,1.3,0
712,ブラックマッペもやし　ゆで　,13,1.3,0,2.7,1.6,1.1,0
713,りょくとうもやし　生　,14,1.7,0.1,2.6,1.3,1.3,0
714,りょくとうもやし　ゆで　,12,1.6,0,2.3,1.5,0.8,0
715,モロヘイヤ　茎葉　生　,38,4.8,0.5,6.3,5.9,0.4,0
716,モロヘイヤ　茎葉　ゆで　,25,3,0.4,4,3.5,0.5,0
717,やまごぼう　みそ漬　,72,4.1,0.1,15.6,7,8.6,7.1
718,ゆりね　りん茎　生　,125,3.8,0.1,28.3,5.4,22.9,0
719,ゆりね　りん茎　ゆで　,126,3.4,0.1,28.7,6,22.7,0
720,ようさい　茎葉　生　,17,2.2,0.1,3.1,3.1,0,0.1
721,ようさい　茎葉　ゆで　,21,2.2,0.1,4.1,3.4,0.7,0
722,よめな　葉　生　,46,3.4,0.2,10,7.8,2.2,0
723,よもぎ　葉　生　,46,5.2,0.3,8.7,7.8,0.9,0
724,よもぎ　葉　ゆで　,42,4.8,0.1,8.2,7.8,0.4,0
725,らっかせい　未熟豆　生　,295,12,24.2,12.4,4,8.4,0
726,らっかせい　未熟豆　ゆで　,288,11.9,23.5,12.3,4.2,8.1,0
727,らっきょう　りん茎　生　,118,1.4,0.2,29.3,20.7,8.6,0
728,らっきょう　甘酢漬　,115,0.7,0.2,29,3.3,25.7,2.2
729,エシャレット　りん茎　生　,76,2.3,0.2,17.8,11.4,6.4,0
730,リーキ　りん茎葉　生　,29,1.6,0.1,6.9,2.5,4.4,0
731,リーキ　りん茎葉　ゆで　,28,1.3,0.1,6.8,2.6,4.2,0
732,ルッコラ　葉　生　,19,1.9,0.4,3.1,2.6,0.5,0
733,ルバーブ　葉柄　生　,24,0.7,0.1,6,2.5,3.5,0
734,ルバーブ　葉柄　ゆで　,18,0.5,0.1,4.6,2.9,1.7,0
735,レタス　土耕栽培　結球葉　生　,12,0.6,0.1,2.8,1.1,1.7,0
736,レタス　水耕栽培　結球葉　生　,14,0.8,0.2,2.9,1.1,1.8,0
737,サラダな　葉　生　,14,1,0.2,2.7,1.8,0.9,0
738,リーフレタス　葉　生　,16,1.4,0.1,3.3,1.9,1.4,0
739,サニーレタス　葉　生　,16,1.2,0.2,3.2,2,1.2,0
740,サンチュ　葉　生　,15,1.2,0.4,2.5,2,0.5,0
741,コスレタス　葉　生　,17,1.2,0.2,3.4,1.9,1.5,0
742,れんこん　根茎　生　,66,1.9,0.1,15.5,2,13.5,0.1
743,れんこん　根茎　ゆで　,66,1.3,0.1,16.1,2.3,13.8,0
744,わけぎ　葉　生　,30,1.6,0,7.4,2.8,4.6,0
745,わけぎ　葉　ゆで　,29,1.9,0,6.9,3.1,3.8,0
746,わさび　根茎　生　,88,5.6,0.2,18.4,4.4,14,0.1
747,わさび　わさび漬　,145,7.1,0.5,28,2.7,25.3,2.5
748,わらび　生わらび　生　,21,2.4,0.1,4,3.6,0.4,0
749,わらび　生わらび　ゆで　,15,1.5,0.1,3,3,0,0
750,わらび　干しわらび　乾　,274,20,0.7,61.4,58,3.4,0
751,あけび　果肉　生　,82,0.5,0.1,22,1.1,20.9,0
752,あけび　果皮　生　,34,0.3,0.3,8.6,3.1,5.5,0
753,アセロラ　酸味種　生　,36,0.7,0.1,9,1.9,7.1,0
754,アセロラ　甘味種　生　,36,0.7,0.1,9,1.9,7.1,0
755,アセロラ　10 %果汁入り飲料　,42,0.1,0,10.5,0.2,10.3,0
756,アテモヤ　生　,79,1.8,0.4,19.4,3.3,16.1,0
757,アボカド　生　,187,2.5,18.7,6.2,5.3,0.9,0
758,あんず　生　,36,1,0.3,8.5,1.6,6.9,0
759,あんず　乾　,288,9.2,0.4,70.4,9.8,60.6,0
760,あんず　缶詰　,81,0.5,0.4,18.9,0.8,18.1,0
761,あんず　ジャム　高糖度　,262,0.3,0.1,64.9,0.7,64.2,0
762,あんず　ジャム　低糖度　,205,0.4,0.1,50.5,1.2,49.3,0
763,いちご　生　,34,0.9,0.1,8.5,1.4,7.1,0
764,いちご　ジャム　高糖度　,256,0.4,0.1,63.3,1.3,62,0
765,いちご　ジャム　低糖度　,197,0.5,0.1,48.4,1.1,47.3,0
766,いちご　乾　,302,0.5,0.2,82.8,3,79.8,0.7
767,いちじく　生　,54,0.6,0.1,14.3,1.9,12.4,0
768,いちじく　乾　,291,3,1.1,75.3,10.7,64.6,0.2
769,いちじく　缶詰　,81,0.5,0.1,19.4,1.2,18.2,0
770,うめ　生　,28,0.7,0.5,7.9,2.5,5.4,0
771,うめ　梅漬　塩漬　,24,0.7,0.4,6.7,2.7,4,19.3
772,うめ　梅漬　調味漬　,53,1.5,0.5,10.5,3.4,7.1,6.9
773,うめ　梅干し　塩漬　,33,0.9,0.2,10.5,3.6,6.9,22.1
774,うめ　梅干し　調味漬　,96,1.5,0.6,21.1,2.5,18.6,7.6
775,うめ　梅びしお　,200,0.7,0.5,48.1,1.3,46.8,7.9
776,うめ　20 %果汁入り飲料　,49,0,0,12.3,0.1,12.2,0.1
777,オリーブ　塩漬　グリーンオリーブ　,145,1,15,4.5,3.3,1.2,3.6
778,オリーブ　塩漬　ブラックオリーブ　,118,0.8,12.3,3.4,2.5,0.9,1.6
779,オリーブ　塩漬　スタッフドオリーブ　,137,0.8,14.3,4.2,3.7,0.5,5.1
780,かき　甘がき　生　,60,0.4,0.2,15.9,1.6,14.3,0
781,かき　渋抜きがき　生　,63,0.5,0.1,16.9,2.8,14.1,0
782,かき　干しがき　,276,1.5,1.7,71.3,14,57.3,0
783,かりん　生　,68,0.4,0.1,18.3,8.9,9.4,0
784,いよかん　砂じょう　生　,46,0.9,0.1,11.8,1.1,10.7,0
785,うんしゅうみかん　じょうのう　早生　生　,45,0.5,0.1,11.9,0.7,11.2,0
786,うんしゅうみかん　じょうのう　普通　生　,46,0.7,0.1,12,1,11,0
787,うんしゅうみかん　砂じょう　早生　生　,43,0.5,0.1,11.3,0.4,10.9,0
788,うんしゅうみかん　砂じょう　普通　生　,45,0.7,0.1,11.5,0.4,11.1,0
789,うんしゅうみかん　ストレートジュース　,41,0.5,0.1,10.6,0,10.6,0
790,うんしゅうみかん　濃縮還元ジュース　,38,0.5,0.1,9.9,0,9.9,0
791,うんしゅうみかん　果粒入りジュース　,47,0.2,0,13,0,13,0
792,うんしゅうみかん　50 %果汁入り飲料　,60,0.2,0,14.7,0.1,14.6,0
793,うんしゅうみかん　20 %果汁入り飲料　,50,0.1,0,12.4,0,12.4,0
794,うんしゅうみかん　缶詰　果肉　,64,0.5,0.1,15.3,0.5,14.8,0
795,うんしゅうみかん　缶詰　液汁　,63,0.3,0.1,15.3,0,15.3,0
796,オレンジ　ネーブル　砂じょう　生　,46,0.9,0.1,11.8,1,10.8,0
797,オレンジ　バレンシア　米国産　砂じょう　生　,39,1,0.1,9.8,0.8,9,0
798,オレンジ　バレンシア　果実ストレートジュース,42,0.8,0,11,0.3,10.7,0
799,オレンジ　バレンシア　果実飲料　濃縮還元,42,0.7,0.1,10.7,0.2,10.5,0
800,オレンジ　バレンシア　果実飲料　50 %果汁,47,0.4,0.2,10.8,0.1,10.7,0
801,オレンジ　バレンシア　果実飲料　30 %果汁,41,0.2,0,10,0,10,0
802,オレンジ　バレンシア　マーマレード　高糖度　,255,0.2,0.1,63.2,0.7,62.5,0
803,オレンジ　バレンシア　マーマレード　低糖度　,193,0.3,0.1,47.7,1.3,46.4,0
804,オレンジ　福原オレンジ　砂じょう　生　,39,1,0.1,9.8,0.8,9,0
805,オロブランコ　砂じょう　生　,40,0.8,0.1,10.1,0.9,9.2,0
806,かぼす　果汁　生　,25,0.4,0.1,8.5,0.1,8.4,0
807,かわちばんかん　砂じょう　生　,35,0.7,0.2,8.8,0.6,8.2,0
808,きよみ　砂じょう　生　,41,0.8,0.2,10.3,0.6,9.7,0
809,きんかん　全果　生　,71,0.5,0.7,17.5,4.6,12.9,0
810,グレープフルーツ　白肉種　砂じょう　生　,38,0.9,0.1,9.6,0.6,9,0
811,グレープフルーツ　紅肉種　砂じょう　生　,38,0.9,0.1,9.6,0.6,9,0
812,グレープフルーツ　ストレートジュース　,40,0.6,0.1,10.3,0.1,10.2,0
813,グレープフルーツ　濃縮還元ジュース　,35,0.7,0.1,8.8,0.2,8.6,0
814,グレープフルーツ　50 %果汁入り飲料　,46,0.3,0,11.1,0.1,11,0
815,グレープフルーツ　20 %果汁入り飲料　,39,0.1,0,9.7,0,9.7,0
816,グレープフルーツ　缶詰　,70,0.5,0,17.1,0.6,16.5,0
817,さんぼうかん　砂じょう　生　,44,0.7,0.3,10.9,0.9,10,0
818,シークヮーサー　果汁　生　,25,0.8,0.1,7.9,0.3,7.6,0
819,シークヮーサー　10 %果汁入り飲料　,48,0.1,0,11.8,0,11.8,0
820,しらぬひ　砂じょう　生　,51,0.8,0.2,12.9,0.6,12.3,0
821,すだち　果皮　生　,68,1.8,0.3,16.4,10.1,6.3,0
822,すだち　果汁　生　,20,0.5,0.1,6.6,0.1,6.5,0
823,せとか　砂じょう　生　,47,0.8,0.2,11.7,0.7,11,0
824,セミノール　砂じょう　生　,49,1.1,0.1,12.4,0.8,11.6,0
825,だいだい　果汁　生　,24,0.3,0.2,8,0,8,0
826,なつみかん　砂じょう　生　,40,0.9,0.1,10,1.2,8.8,0
827,なつみかん　缶詰　,81,0.5,0.1,19.4,0.5,18.9,0
828,はっさく　砂じょう　生　,45,0.8,0.1,11.5,1.5,10,0
829,はるみ　砂じょう　生　,48,0.9,0.2,12.1,0.8,11.3,0
830,ひゅうがなつ　じょうのう飲料　,45,0.6,0.1,11.7,2.1,9.6,0
831,ひゅうがなつ　砂じょう　生　,33,0.6,0.1,8.3,0.7,7.6,0
832,ぶんたん　砂じょう　生　,38,0.7,0.1,9.8,0.9,8.9,0
833,ぶんたん　ざぼん漬　,344,0.2,0.1,85.5,2.7,82.8,0
834,ぽんかん　砂じょう　生　,40,0.9,0.1,9.9,1,8.9,0
835,ゆず　果皮　生　,59,1.2,0.5,14.2,6.9,7.3,0
836,ゆず　果汁　生　,21,0.5,0.1,7,0.4,6.6,0
837,ライム　果汁　生　,27,0.4,0.1,9.3,0.2,9.1,0
838,レモン　全果　生　,54,0.9,0.7,12.5,4.9,7.6,0
839,レモン　果汁　生　,26,0.4,0.2,8.6,0,8.6,0
840,キウイフルーツ　緑肉種　生　,53,1,0.1,13.5,2.5,11,0
841,キウイフルーツ　黄肉種　生　,59,1.1,0.2,14.9,1.4,13.5,0
842,キワノ　生　,41,1.5,0.9,8,2.6,5.4,0
843,グァバ　赤肉種　生　,38,0.6,0.1,9.9,5.1,4.8,0
844,グァバ　白肉種　生　,38,0.6,0.1,9.9,5.1,4.8,0
845,グァバ　果実飲料　20 %果汁入り飲料,51,0.1,0.1,12.3,0.8,11.5,0
846,グァバ　果実飲料　10 %果汁入り飲料,51,0.1,0.1,12.3,0.2,12.1,0
847,グーズベリー　生　,52,1,0.1,13.2,2.5,10.7,0
848,ぐみ　生　,68,1.3,0.2,17.2,2,15.2,0
849,ココナッツ　ココナッツウォーター　,20,0.2,0.1,5,0,5,0
850,ココナッツ　ココナッツミルク　,150,1.9,16,2.8,0.2,2.6,0
851,ココナッツ　ナタデココ　,73,0,0,20.2,0.5,19.7,0
852,さくらんぼ　国産　生　,60,1,0.2,15.2,1.2,14,0
853,さくらんぼ　米国産　生　,66,1.2,0.1,17.1,1.4,15.7,0
854,さくらんぼ　米国産　缶詰　,74,0.6,0.1,17.6,1,16.6,0
855,ざくろ　生　,56,0.2,0,15.5,0,15.5,0
856,すいか　赤肉種　生　,37,0.6,0.1,9.5,0.3,9.2,0
857,すいか　黄肉種　生　,37,0.6,0.1,9.5,0.3,9.2,0
858,スターフルーツ　生　,30,0.7,0.1,7.5,1.8,5.7,0
859,にほんすもも　生　,44,0.6,1,9.4,1.6,7.8,0
860,プルーン　生　,49,0.7,0.1,12.6,1.9,10.7,0
861,プルーン　乾　,235,2.5,0.2,62.4,7.2,55.2,0
862,チェリモヤ　生　,78,1.3,0.3,19.8,2.2,17.6,0
863,ドラゴンフルーツ　生　,50,1.4,0.3,11.8,1.9,9.9,0
864,ドリアン　生　,133,2.3,3.3,27.1,2.1,25,0
865,日本なし　生　,43,0.3,0.1,11.3,0.9,10.4,0
866,日本なし　缶詰　,78,0.1,0.1,19.1,0.7,18.4,0
867,中国なし　生　,47,0.2,0.1,12.7,1.4,11.3,0
868,西洋なし　生　,54,0.3,0.1,14.4,1.9,12.5,0
869,西洋なし　缶詰　,85,0.2,0.1,20.7,1,19.7,0
870,なつめ　乾　,287,3.9,2,71.4,12.5,58.9,0
871,なつめやし　乾　,266,2.2,0.2,71.3,7,64.3,0
872,パインアップル　生　,51,0.6,0.1,13.4,1.5,11.9,0
873,パインアップル　ストレートジュース　,41,0.3,0.1,11,0,11,0
874,パインアップル　濃縮還元ジュース　,41,0.1,0.1,11.1,0,11.1,0
875,パインアップル　50 %果汁入り飲料　,51,0.3,0.1,12.1,0,12.1,0
876,パインアップル　10 %果汁入り飲料　,50,0,0,12.4,0,12.4,0
877,パインアップル　缶詰　,84,0.4,0.1,20.3,0.5,19.8,0
878,パインアップル　砂糖漬　,351,0.5,0.2,86.8,1.3,85.5,0.1
879,ハスカップ　生　,53,0.7,0.6,12.8,2.1,10.7,0
880,パッションフルーツ　果汁　生　,64,0.8,0.4,16.2,0,16.2,0
881,バナナ　生　,86,1.1,0.2,22.5,1.1,21.4,0
882,バナナ　乾　,299,3.8,0.4,78.5,7,71.5,0
883,パパイア　完熟　生　,38,0.5,0.2,9.5,2.2,7.3,0
884,パパイア　未熟　生　,39,1.3,0.1,9.4,2.2,7.2,0
885,びわ　生　,40,0.3,0.1,10.6,1.6,9,0
886,びわ　缶詰　,81,0.3,0.1,19.8,0.6,19.2,0
887,ぶどう　生　,59,0.4,0.1,15.7,0.5,15.2,0
888,ぶどう　干しぶどう　,301,2.7,0.2,80.7,4.1,76.6,0
889,ぶどう　果実飲料　ストレートジュース　,55,0.3,0.2,14.5,0.1,14.4,0
890,ぶどう　果実飲料　濃縮還元ジュース　,47,0.3,0.3,12.1,0.1,12,0
891,ぶどう　果実飲料　70 %果汁入り飲料　,52,0.2,0,12.9,0.1,12.8,0
892,ぶどう　果実飲料　10 %果汁入り飲料　,52,0,0,13.1,0,13.1,0
893,ぶどう　缶詰　,84,0.4,0.1,20.4,0.2,20.2,0
894,ぶどう　ジャム　,193,0.5,0.1,47.5,1.5,46,0
895,ブルーベリー　生　,49,0.5,0.1,12.9,3.3,9.6,0
896,ブルーベリー　ジャム　,181,0.7,0.3,43.8,4.3,39.5,0
897,ブルーベリー　乾　,286,2.7,1.9,72.5,17.6,54.9,0
898,ホワイトサポテ　生　,74,1.5,0.1,18.9,3.1,15.8,0
899,まくわうり　黄肉種　生　,32,0.8,0.1,7.8,1,6.8,0
900,まくわうり　白肉種　生　,32,0.8,0.1,7.8,1,6.8,0
901,マルメロ　生　,56,0.3,0.1,15.1,5.1,10,0
902,マンゴー　生　,64,0.6,0.1,16.9,1.3,15.6,0
903,マンゴスチン　生　,67,0.6,0.2,17.5,1.4,16.1,0
904,メロン　温室メロン　生　,42,1.1,0.1,10.3,0.5,9.8,0
905,メロン　露地メロン　緑肉種　生　,42,1,0.1,10.4,0.5,9.9,0
906,メロン　露地メロン　赤肉種　生　,42,1,0.1,10.4,0.5,9.9,0
907,もも　生　,40,0.6,0.1,10.2,1.3,8.9,0
908,もも　30 %果汁入り飲料（ネクター）　,48,0.2,0.1,11.6,0.4,11.2,0
909,もも　缶詰　白肉種　果肉　,85,0.5,0.1,20.6,1.4,19.2,0
910,もも　缶詰　黄肉種　果肉　,85,0.5,0.1,20.6,1.4,19.2,0
911,もも　缶詰　液汁　,81,0.3,0.1,19.8,0.3,19.5,0
912,ネクタリン　生　,43,0.7,0.3,10.7,1.7,9,0
913,やまもも　生　,44,0.5,0.2,11.3,1.1,10.2,0
914,ライチー　生　,63,1,0.1,16.4,0.9,15.5,0
915,ラズベリー　生　,41,1.1,0.1,10.2,4.7,5.5,0
916,りゅうがん　乾　,283,5.1,0.4,72.9,2.8,70.1,0
917,りんご　皮むき　生　,57,0.1,0.2,15.5,1.4,14.1,0
918,りんご　皮つき　生　,61,0.2,0.3,16.2,1.9,14.3,0
919,りんご　果実飲料　ストレートジュース　,44,0.2,0.1,11.8,0,11.8,0
920,りんご　果実飲料　濃縮還元ジュース　,43,0.1,0.2,11.4,0,11.4,0
921,りんご　果実飲料　50 %果汁入り飲料　,46,0.1,0,11.5,0,11.5,0
922,りんご　果実飲料　30 %果汁入り飲料　,46,0,0,11.4,0,11.4,0
923,りんご　缶詰　,83,0.3,0.1,20.1,0.4,19.7,0
924,りんご　ジャム　,213,0.2,0.1,52.7,0.8,51.9,0
925,えのきたけ　生　,22,2.7,0.2,7.6,3.9,3.7,0
926,えのきたけ　ゆで　,22,2.8,0.1,7.8,4.5,3.3,0
927,えのきたけ　油いため　,58,3,3.9,8.8,4.6,4.2,0
928,えのきたけ　味付け瓶詰　,85,3.6,0.3,16.9,4.1,12.8,4.3
929,あらげきくらげ　乾　,171,6.9,0.7,77,79.5,0,0.1
930,あらげきくらげ　ゆで　,35,1.2,0.1,16.1,16.3,0,0
931,あらげきくらげ　油いため　,107,2.3,5.2,27.8,28.6,0,0
932,きくらげ　乾　,167,7.9,2.1,71.1,57.4,13.7,0.1
933,きくらげ　ゆで　,13,0.6,0.2,5.2,5.2,0,0
934,しろきくらげ　乾　,162,4.9,0.7,74.5,68.7,5.8,0.1
935,しろきくらげ　ゆで　,14,0.4,0,6.7,6.4,0.3,0
936,くろあわびたけ　生　,19,3.7,0.4,4.9,4.1,0.8,0
937,しいたけ　生しいたけ　菌床栽培　生　,19,3,0.3,5.7,4.2,1.5,0
938,しいたけ　生しいたけ　菌床栽培　ゆで　,17,2.5,0.4,5.1,4.4,0.7,0
939,しいたけ　生しいたけ　菌床栽培　油いため　,57,3.3,4.1,7.3,4.7,2.6,0
940,しいたけ　生しいたけ　原木栽培　生　,23,3.1,0.4,7.6,5.5,2.1,0
941,しいたけ　生しいたけ　原木栽培　ゆで　,19,2.4,0.4,5.9,4.8,1.1,0
942,しいたけ　生しいたけ　原木栽培　油いため　,73,3.8,5.4,8.8,6.4,2.4,0
943,しいたけ　乾しいたけ　乾　,182,19.3,3.7,63.4,41,22.4,0
944,しいたけ　乾しいたけ　ゆで　,42,3.2,0.5,16.7,7.5,9.2,0
945,はたけしめじ　生　,15,2.6,0.3,4.5,2.7,1.8,0
946,はたけしめじ　ゆで　,17,2.6,0.3,5.1,4.6,0.5,0
947,ぶなしめじ　生　,18,2.7,0.6,5,3.7,1.3,0
948,ぶなしめじ　ゆで　,21,3.3,0.3,6.5,4.8,1.7,0
949,ぶなしめじ　油いため　,53,2.9,4.4,5,4.5,0.5,0
950,ほんしめじ　生　,12,2.5,0.4,2.8,1.9,0.9,0
951,ほんしめじ　ゆで　,16,2.8,0.6,4.1,3.3,0.8,0
952,たもぎたけ　生　,16,3.6,0.3,3.7,3.3,0.4,0
953,なめこ　生　,15,1.7,0.2,5.2,3.3,1.9,0
954,なめこ　ゆで　,14,1.6,0.1,5.1,2.7,2.4,0
955,なめこ　水煮缶詰　,9,1,0.1,3.2,2.5,0.7,0
956,ぬめりすぎたけ　生　,15,2.3,0.4,4.1,2.5,1.6,0
957,うすひらたけ　生　,23,6.1,0.2,4.8,3.8,1,0
958,エリンギ　生　,19,2.8,0.4,6,3.4,2.6,0
959,エリンギ　ゆで　,21,3.2,0.5,6.5,4.8,1.7,0
960,エリンギ　焼き　,29,4.2,0.5,9.1,5.4,3.7,0
961,エリンギ　油いため　,55,3.2,3.7,8.1,4.2,3.9,0
962,ひらたけ　生　,20,3.3,0.3,6.2,2.6,3.6,0
963,ひらたけ　ゆで　,21,3.4,0.2,6.6,3.7,2.9,0
964,まいたけ　生　,15,2,0.5,4.4,3.5,0.9,0
965,まいたけ　ゆで　,18,1.6,0.5,6.4,4.3,2.1,0
966,まいたけ　油いため　,56,2.6,4.4,6.8,4.7,2.1,0
967,まいたけ　乾　,181,21.9,3.9,59.9,40.9,19,0
968,マッシュルーム　生　,11,2.9,0.3,2.1,2,0.1,0
969,マッシュルーム　ゆで　,16,3.8,0.2,3.7,3.3,0.4,0
970,マッシュルーム　油いため　,56,3.6,4.5,4.5,3.4,1.1,0
971,マッシュルーム　水煮缶詰　,14,3.4,0.2,3.3,3.2,0.1,0.9
972,まつたけ　生　,23,2,0.6,8.2,4.7,3.5,0
973,やなぎまつたけ　生　,13,2.4,0.1,4,3,1,0
974,あおさ　素干し　,130,22.1,0.6,41.7,29.1,12.6,9.9
975,あおのり　素干し　,164,29.4,5.2,41,35.2,5.8,8.1
976,あまのり　ほしのり　,173,39.4,3.7,38.7,31.2,7.5,1.5
977,あまのり　焼きのり　,188,41.4,3.7,44.3,36,8.3,1.3
978,あまのり　味付けのり　,359,40,3.5,41.8,25.2,16.6,4.3
979,あらめ　蒸し干し　,140,12.4,0.7,56.2,48,8.2,5.8
980,いわのり　素干し　,151,34.8,0.7,39.1,36.4,2.7,5.3
981,うみぶどう　生　,4,0.5,0.1,1.2,0.8,0.4,0.8
982,えごのり　素干し　,143,9,0.1,62.2,53.3,8.9,6.1
983,えごのり　おきうと　,6,0.3,0.1,2.5,2.5,0,0.1
984,おごのり　塩蔵　塩抜き　,21,1.3,0.1,8.8,7.5,1.3,0.3
985,かわのり　素干し　,167,38.1,1.6,41.7,41.7,0,0.2
986,えながおにこんぶ　素干し　,138,11,1,55.7,24.9,30.8,6.1
987,がごめこんぶ　素干し　,142,7.9,0.5,62.1,34.2,27.9,7.6
988,ながこんぶ　素干し　,140,8.3,1.5,58.5,36.8,21.7,7.6
989,ほそめこんぶ　素干し　,147,6.9,1.7,62.9,32.9,30,6.1
990,まこんぶ　素干し　,145,8.2,1.2,61.5,27.1,34.4,7.1
991,みついしこんぶ　素干し　,153,7.7,1.9,64.7,34.8,29.9,7.6
992,りしりこんぶ　素干し　,138,8,2,56.5,31.4,25.1,6.9
993,刻み昆布　,105,5.4,0.5,46,39.1,6.9,10.9
994,削り昆布　,117,6.5,0.9,50.2,28.2,22,5.3
995,塩昆布　,110,16.9,0.4,37,13.1,23.9,18
996,つくだ煮　,168,6,1,33.3,6.8,26.5,7.4
997,すいぜんじのり　素干し　水戻し　,7,1.5,0,2.1,2.1,0,0
998,てんぐさ　素干し　,144,16.1,1,53.8,47.3,6.5,4.8
999,てんぐさ　ところてん　,2,0.2,0,0.6,0.6,0,0
1000,てんぐさ　角寒天　,154,2.4,0.2,74.1,74.1,0,0.3
1001,てんぐさ　寒天　,3,0,0,1.5,1.5,0,0
1002,てんぐさ　粉寒天　,165,0.2,0.3,81.7,79,2.7,0.4
1003,とさかのり　赤とさか　塩蔵　塩抜き　,14,1.5,0.1,5.1,4,1.1,0.7
1004,とさかのり　青とさか　塩蔵　塩抜き　,13,0.9,0.2,4.9,4.1,0.8,0.8
1005,ひじき　ほしひじき　ステンレス釜　乾　,149,9.2,3.2,58.4,51.8,6.6,4.7
1006,ひじき　ほしひじき　ステンレス釜　ゆで　,10,0.7,0.3,3.4,3.7,0,0.1
1007,ひじき　ほしひじき　ステンレス釜　油いため　,51,0.8,4.7,4.1,4.5,0,0.2
1008,ひじき　ほしひじき　鉄釜　乾　,145,9.2,3.2,56,51.8,4.2,4.7
1009,ひじき　ほしひじき　鉄釜　ゆで　,10,0.7,0.3,3.4,3.7,0,0.1
1010,ひじき　ほしひじき　鉄釜　油いため　,51,0.8,4.7,4.1,4.5,0,0.2
1011,ひとえぐさ　素干し　,130,16.6,1,46.3,44.2,2.1,11.4
1012,ひとえぐさ　つくだ煮　,154,14.4,1.3,21.1,4.1,17,5.8
1013,ふのり　素干し　,148,13.8,1,57.8,43.1,14.7,6.9
1014,まつも　素干し　,159,27.9,4.9,40.8,28.5,12.3,3.3
1015,むかでのり　塩蔵　塩抜き　,10,0.6,0.1,4.2,4.2,0,0.6
1016,おきなわもずく　塩蔵　塩抜き　,6,0.3,0.2,2,2,0,0.6
1017,もずく　塩蔵　塩抜き　,4,0.2,0.1,1.4,1.4,0,0.2
1018,わかめ　原藻　生　,16,1.9,0.2,5.6,3.6,2,1.5
1019,わかめ　乾燥わかめ　素干し　,117,13.6,1.6,41.3,32.7,8.6,16.8
1020,わかめ　乾燥わかめ　素干し　水戻し　,17,2,0.3,5.9,5.8,0.1,0.7
1021,わかめ　乾燥わかめ　板わかめ　,134,16.7,1.2,47.4,31.7,15.7,9.9
1022,わかめ　乾燥わかめ　灰干し　水戻し　,7,1.1,0.1,2.2,2.2,0,0.1
1023,わかめ　カットわかめ　,138,18,4,41.8,35.6,6.2,24.1
1024,わかめ　湯通し塩蔵わかめ　塩抜き　,11,1.7,0.4,3.1,3,0.1,1.4
1026,わかめ　くきわかめ　湯通し塩蔵　塩抜き　,15,1.1,0.3,5.5,5.1,0.4,7.9
1027,わかめ　めかぶわかめ　生　,11,0.9,0.6,3.4,3.4,0,0.4
1028,あいなめ　生　,113,19.1,3.4,0.1,0,0.1,0.4
1029,あこうだい　生　,93,16.8,2.3,0.1,0,0.1,0.2
1030,まあじ　皮つき、生　,126,19.7,4.5,0.1,0,0.1,0.3
