id,food,calorie,protein,lipid,carbohydrate,fiber,sugar_content,salt
2079,中華だし　,3,0.8,0,0,0,0,0.1
2080,洋風だし　,6,1.3,0,0.3,0,0.3,0.5
2081,固形ブイヨン　,235,7,4.3,42.1,0.3,41.8,43.2
2082,顆粒おでん用　,168,9.6,0.1,32.2,0,32.2,56.1
2083,顆粒中華だし　,211,12.6,1.6,36.6,0,36.6,47.5
2084,顆粒和風だし　,224,24.2,0.3,31.1,0,31.1,40.6
2085,めんつゆ　ストレート　,44,2.2,0,8.7,0,8.7,3.3
2086,めんつゆ　三倍濃厚　,98,4.5,0,20,0,20,9.9
2087,甘酢　,125,0.1,0,28.4,0,28.4,1.2
2088,エビチリの素　,55,1.2,1.4,9.5,0,9.5,1.7
2089,オイスターソース　,107,7.7,0.3,18.3,0.2,18.1,11.4
2090,黄身酢　,230,6.5,13,20.3,0,20.3,5.8
2091,ごま酢　,217,4,8,30.2,0,30.2,1.7
2092,ごまだれ　,285,7.4,14.1,30.1,0,30.1,4.4
2093,三杯酢　,86,0.9,0,18.1,0,18.1,2
2094,二杯酢　,57,3.5,0,8.6,0,8.6,6.5
2095,すし酢　ちらし・稲荷用　,150,0.1,0,34.9,0,34.9,6.5
2096,すし酢　にぎり用　,70,0.2,0,14.3,0,14.3,9.8
2097,すし酢　巻き寿司・箱寿司用　,107,0.1,0,23.8,0,23.8,8.6
2098,中華風合わせ酢　,151,3,3.4,25.6,0,25.6,5.5
2099,デミグラスソース　,82,2.9,3,11,0,11,1.3
2100,テンメンジャン　,256,8.5,7.7,38.1,3.1,35,7.3
2101,ナンプラー　,48,9.1,0.1,2.7,0,2.7,22.9
2102,冷やし中華のたれ　,57,2.6,1.5,7.5,0,7.5,4
2103,ホワイトソース　,99,1.8,6.2,9.2,0.4,8.8,1
2104,ぽん酢しょうゆ　,47,3.4,0.1,8.2,0.2,8,5.8
2105,マーボー豆腐の素　,115,4.2,6.3,10.4,0,10.4,3.6
2106,マリネ液　,68,0.1,0,10.9,0,10.9,0.9
2107,ミートソース　,101,3.8,5,10.1,0,10.1,1.5
2108,焼き鳥のたれ　,131,3.2,0,29.6,0,29.6,5.8
2109,焼き肉のたれ　,169,4.3,2.2,33.1,0.4,32.7,8.3
2110,みたらしのたれ　,128,0.9,0,31,0,31,1.7
2111,ゆずこしょう　,49,1.3,0.8,9.3,6.2,3.1,25.2
2112,トマトピューレー　,41,1.9,0.1,9.9,1.8,8.1,0
2113,トマトペースト　,89,3.8,0.1,22,4.7,17.3,0.1
2114,トマトケチャップ　,119,1.7,0,27.4,1.8,25.6,3.3
2115,トマトソース　,44,2,0.2,8.5,1.1,7.4,0.6
2116,チリソース　,115,1.8,0.1,26.3,1.9,24.4,3
2117,和風ドレッシングタイプ調味料　,82,3.1,0.1,16.1,0.2,15.9,7.4
2118,フレンチドレッシング　,406,0.1,41.9,5.9,0,5.9,3
2119,和風ドレッシング　,198,2.2,18.4,5.1,0,5.1,3.7
2120,ごまドレッシング　,360,8.5,26.3,21.2,4.2,17,2.7
2121,サウザンアイランドドレッシング　,416,1,41.4,9.2,0.3,8.9,3.6
2122,マヨネーズ　全卵型　,703,1.5,75.3,4.5,0,4.5,1.8
2123,マヨネーズ　卵黄型　,670,2.8,72.3,1.7,0,1.7,2.3
2124,マヨネーズタイプ調味料　低カロリータイプ　,282,2.9,28.3,3.3,0.8,2.5,3.9
2125,米みそ　甘みそ　,217,9.7,3,37.9,5.6,32.3,6.1
2126,米みそ　淡色辛みそ　,192,12.5,6,21.9,4.9,17,12.4
2127,米みそ　赤色辛みそ　,186,13.1,5.5,21.1,4.1,17,13
2128,麦みそ　,198,9.7,4.3,30,6.3,23.7,10.7
2129,豆みそ　,217,17.2,10.5,14.5,6.5,8,10.9
2130,減塩みそ　,192,10.8,5.7,24.5,4.3,20.2,10.3
2131,だし入りみそ　,194,13.2,5.7,22.4,4.6,17.8,14.1
2132,即席みそ　粉末タイプ　,343,21.9,9.3,43,6.6,36.4,20.6
2133,即席みそ　ペーストタイプ　,131,8.9,3.7,15.4,2.8,12.6,9.6
2134,辛子酢みそ　,221,5,2.1,44.6,0,44.6,3.3
2135,ごまみそ　,258,9.4,9.9,32.9,5.5,27.4,4
2136,酢みそ　,216,4.9,1.5,44.8,2.8,42,3.1
2137,練りみそ　,273,5.5,1.7,59,3.2,55.8,3.4
2138,カレールウ　,512,6.5,34.1,44.7,3.7,41,10.7
2139,ハヤシルウ　,512,5.8,33.2,47.5,2.5,45,10.7
2140,お茶漬けの素　さけ　,264,20.3,3.7,37.4,3.5,33.9,33.8
2141,酒かす　,227,14.9,1.5,23.8,5.2,18.6,0
2142,即席すまし汁　,203,18.1,0.8,30.9,3.3,27.6,45.4
2143,ふりかけ　たまご　,450,23.4,21.9,39.9,5.1,34.8,9.2
2144,みりん風調味料　,226,0.1,0,54.9,0,54.9,0.2
2145,オールスパイス　粉　,374,5.6,5.6,75.2,0,75.2,0.1
2146,オニオンパウダー　,364,8.8,1.1,79.8,0,79.8,0.1
2147,からし　粉　,436,33,14.3,43.7,0,43.7,0.1
2148,からし　練り　,315,5.9,14.5,40.1,0,40.1,7.4
2149,からし　練りマスタード　,174,4.8,10.6,13.1,0,13.1,3
2150,からし　粒入りマスタード　,229,7.6,16,12.7,0,12.7,4.1
2151,カレー粉　,415,13,12.2,63.3,36.9,26.4,0.1
2152,クローブ　粉　,417,7.2,13.6,66.4,0,66.4,0.7
2153,こしょう　黒　粉　,364,11,6,66.6,0,66.6,0.2
2154,こしょう　白　粉　,378,10.1,6.4,70.1,0,70.1,0
2155,こしょう　混合　粉　,371,10.6,6.2,68.3,0,68.3,0.1
2156,さんしょう　粉　,375,10.3,6.2,69.6,0,69.6,0
2157,シナモン　粉　,364,3.6,3.5,79.6,0,79.6,0.1
2158,しょうが　粉　,365,7.8,4.9,72.5,0,72.5,0.1
2159,しょうが　おろし　,43,0.7,0.6,8.6,0,8.6,1.5
2160,セージ　粉　,384,6.4,10.1,66.9,0,66.9,0.3
2161,タイム　粉　,352,6.5,5.2,69.8,0,69.8,0
2162,チリパウダー　,374,15,8.2,60.1,0,60.1,6.4
2163,とうがらし　粉　,419,16.2,9.7,66.8,0,66.8,0
2164,ナツメグ　粉　,559,5.7,38.5,47.5,0,47.5,0
2165,にんにく　ガーリックパウダー　食塩無添加　,382,19.9,0.8,73.8,0,73.8,0
2166,にんにく　ガーリックパウダー　食塩添加　,382,19.9,0.8,73.8,0,73.8,8.4
2167,にんにく　おろし　,171,4.7,0.5,37,0,37,4.6
2168,バジル　粉　,307,21.1,2.2,50.6,0,50.6,0.1
2169,パセリ　乾　,341,28.7,2.2,51.6,0,51.6,2.2
2170,パプリカ　粉　,389,15.5,11.6,55.6,0,55.6,0.2
2171,わさび　粉　からし粉入り　,384,16.5,4.4,69.7,0,69.7,0.1
2172,わさび　練り　,265,3.3,10.3,39.8,0,39.8,6.1
2173,酵母　パン酵母　圧搾　,103,16.5,1.5,12.1,10.3,1.8,0.1
2174,酵母　パン酵母　乾燥　,313,37.1,6.8,43.1,32.6,10.5,0.3
2175,天ぷら用バッター　,137,3.4,0.5,29.7,1,28.7,0.2
2176,ベーキングパウダー　,127,0,1.2,29,0,29,17.3
2177,カレー　ビーフ　レトルトパウチ　,118,3.3,7.3,9.8,0,9.8,1.3
2178,ぎょうざ　冷凍　,197,7.1,8.1,23.8,0,23.8,1.2
2179,グラタン　えび　冷凍　,133,4.8,6.7,13.3,0,13.3,0.9
2180,コーンクリームスープ　粉末タイプ　,425,8.1,13.7,67.4,0,67.4,7.1
2181,コーンクリームスープ　レトルトパウチ　,86,2,4.8,8.6,0,8.6,0.7
2182,コロッケ　クリームタイプ　フライ用　冷凍　,159,4.7,6.3,20.9,0,20.9,0.7
2183,コロッケ　クリームタイプ　フライ済み　冷凍　,256,5.1,16.2,22.5,0,22.5,0.7
2184,コロッケ　ポテトタイプ　フライ用　冷凍　,164,4.6,4.9,25.3,0,25.3,0.7
2185,コロッケ　ポテトタイプ　フライ済み　冷凍　,279,4.6,17.6,25.6,0,25.6,0.7
2186,いかフライ　フライ用　冷凍　,146,10.6,2,21.4,0,21.4,0.8
2187,いかフライ　フライ済み　冷凍　,329,12.1,20.3,24.5,0,24.5,0.8
2188,えびフライ　フライ用　冷凍　,139,10.2,1.9,20.3,0,20.3,0.9
2189,えびフライ　フライ済み　冷凍　,292,9.1,20.3,18.1,0,18.1,0.9
2190,白身フライ　フライ用　冷凍　,148,11.6,2.7,19.3,0,19.3,0.9
2191,白身フライ　フライ済み　冷凍　,300,9.7,21.8,16.2,0,16.2,0.9
2192,シチュー　ビーフ　レトルトパウチ　,118,6,7.2,7.4,0,7.4,0.7
2193,しゅうまい　冷凍　,215,9.3,11.2,19.3,0,19.3,1.3
2194,ハンバーグ　冷凍　,223,13.3,13.4,12.3,0,12.3,1.2
2195,ピラフ　冷凍　,161,3.8,2.8,30.1,0,30.1,0.9
2196,ミートボール　冷凍　,244,11.7,16.4,12.5,0,12.5,1.3
2197,メンチカツ　フライ用　冷凍　,196,9.9,7.2,23,0,23,1.1
2198,メンチカツ　フライ済み　冷凍　,308,9.4,20.3,21.8,0,21.8,1.1
